"","Id","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","PoolArea","MoSold","YrSold","SalePrice"
"559",559,57,21872,7,5,1996,1997,125,729,729,717,1446,0,1,2,1,3,1,6,1,1996,2,406,264,22,0,0,0,8,2008,175000
"560",560,NA,3196,7,5,2003,2004,1374,1374,1557,0,1557,0,0,2,0,2,1,7,1,2003,2,420,143,20,0,0,0,10,2006,234000
"561",561,NA,11341,5,6,1957,1996,90,1392,1392,0,1392,1,0,1,1,3,1,5,1,1957,2,528,0,0,0,95,0,5,2010,121500
"562",562,77,10010,5,5,1974,1975,195,1389,1389,0,1389,1,0,1,0,2,1,6,1,1975,2,418,240,38,0,0,0,4,2006,170000
"563",563,63,13907,5,6,1940,1969,706,996,996,0,996,1,0,1,0,3,1,6,1,NA,0,0,144,0,0,0,0,7,2008,108000
"564",564,66,21780,6,7,1918,1950,1163,1163,1163,511,1674,0,0,2,0,4,1,8,1,1955,2,396,72,36,0,144,0,7,2008,185000
"565",565,NA,13346,7,5,1992,2000,367,1095,1166,1129,2295,1,0,2,1,4,1,9,1,1992,2,590,0,40,0,0,0,7,2006,268000
"566",566,66,6858,6,4,1915,1950,806,806,841,806,1647,1,0,1,1,4,1,6,0,1920,1,216,0,66,136,0,0,5,2010,128000
"567",567,77,11198,9,5,2005,2007,1122,1122,1134,1370,2504,0,0,2,1,4,1,11,1,2005,3,656,144,39,0,0,0,6,2008,325000
"568",568,70,10171,7,5,2004,2004,1515,1517,1535,0,1535,0,0,2,0,3,1,7,0,2004,2,532,0,0,0,0,0,3,2010,214000
"569",569,79,12327,8,8,1983,2009,55,1496,1496,636,2132,1,0,1,1,1,1,5,1,1983,2,612,349,40,0,0,0,9,2009,316600
"570",570,NA,7032,5,5,1979,1979,0,943,943,0,943,1,0,1,0,2,1,4,2,1979,2,600,42,0,0,0,0,12,2006,135960
"571",571,74,13101,5,5,1965,1965,1497,1728,1728,0,1728,0,0,2,0,6,2,10,0,1987,2,576,0,0,0,0,0,11,2008,142600
"572",572,60,7332,6,6,1959,1959,450,864,864,0,864,1,0,1,0,2,1,4,0,1959,1,288,168,0,0,0,0,10,2006,120000
"573",573,83,13159,7,5,2009,2009,846,846,846,846,1692,0,0,2,1,3,1,6,0,2009,2,650,208,114,0,0,0,7,2009,224500
"574",574,76,9967,7,5,2000,2000,384,384,774,656,1430,0,0,2,1,3,1,8,1,2000,2,400,100,0,0,0,0,12,2007,170000
"575",575,70,10500,5,7,1971,2005,23,372,576,533,1109,0,1,1,0,3,1,5,0,1971,1,288,35,0,0,0,0,12,2007,139000
"576",576,80,8480,5,5,1947,1950,390,832,832,384,1216,0,0,1,0,2,1,6,0,1947,1,336,158,0,102,0,0,10,2008,118500
"577",577,52,6292,7,7,1928,1950,861,861,877,600,1477,0,1,2,0,3,1,6,1,1928,1,216,0,50,0,0,0,8,2009,145000
"578",578,96,11777,5,6,1966,1966,285,1164,1320,0,1320,1,0,1,0,3,1,6,2,1966,2,564,160,68,240,0,0,5,2006,164500
"579",579,34,3604,7,5,2007,2007,689,689,703,689,1392,0,0,2,0,2,1,5,0,2007,2,540,0,102,0,0,0,2,2008,146000
"580",580,81,12150,5,5,1954,1954,1050,1050,1050,745,1795,0,0,2,0,4,1,7,0,1954,1,352,0,0,0,0,0,11,2008,131500
"581",581,NA,14585,6,6,1960,1987,331,1144,1429,0,1429,0,1,1,0,3,1,7,2,1960,2,572,216,110,0,0,0,6,2007,181900
"582",582,98,12704,8,5,2008,2009,2042,2042,2042,0,2042,0,0,2,1,3,1,8,1,2009,3,1390,0,90,0,0,0,8,2009,253293
"583",583,81,11841,6,5,1990,1990,0,816,816,0,816,1,0,1,0,3,1,5,0,NA,0,0,0,32,0,0,0,5,2007,118500
"584",584,75,13500,10,9,1893,2000,1237,1237,1521,1254,2775,0,0,3,1,3,1,9,1,1988,2,880,105,502,0,0,0,7,2008,325000
"585",585,51,6120,4,7,1935,1995,884,884,989,584,1573,0,0,1,0,3,1,6,0,1935,1,240,0,0,54,120,0,7,2009,133000
"586",586,88,11443,8,5,2005,2006,408,1868,2028,0,2028,1,0,2,0,2,1,7,2,2005,3,880,326,66,0,0,0,3,2006,369900
"587",587,55,10267,6,7,1918,2000,0,816,838,0,838,1,0,1,0,2,1,5,0,1961,1,275,0,0,112,0,0,5,2008,130000
"588",588,74,8740,5,6,1982,1982,168,840,860,0,860,1,0,1,0,2,1,4,0,1996,2,528,0,0,0,0,0,7,2009,137000
"589",589,65,25095,5,8,1968,2003,113,1437,1473,0,1473,2,0,1,0,1,1,5,2,1968,1,452,0,48,0,60,0,6,2009,143000
"590",590,50,9100,5,6,1930,1960,742,742,779,0,935,0,0,1,0,2,1,4,0,1988,1,308,0,0,0,0,0,8,2008,79500
"591",591,64,8320,7,5,2004,2004,280,770,770,812,1582,0,0,2,1,3,1,6,0,2004,2,520,0,45,0,0,0,9,2008,185900
"592",592,97,13478,10,5,2008,2008,384,1722,1728,568,2296,1,0,2,1,3,1,10,1,2008,3,842,382,274,0,0,0,6,2009,451950
"593",593,60,6600,5,8,1982,2003,0,816,816,0,816,1,0,1,0,2,1,4,0,1985,2,816,0,0,0,0,0,6,2008,138000
"594",594,NA,4435,6,5,2003,2003,163,848,848,0,848,1,0,1,0,1,1,4,0,2003,2,420,140,0,0,0,0,5,2009,140000
"595",595,88,7990,5,6,1975,1975,924,924,924,0,924,0,0,1,0,3,1,5,0,1981,1,280,0,0,0,0,0,4,2008,110000
"596",596,69,11302,8,5,2005,2006,392,1814,1826,0,1826,1,0,2,0,3,1,7,1,2005,3,758,180,75,0,120,0,8,2006,319000
"597",597,60,3600,6,7,1910,1993,684,684,684,684,1368,0,0,1,0,3,1,7,0,1930,1,216,0,158,0,0,0,10,2006,114504
"598",598,53,3922,7,5,2006,2007,1258,1258,1402,0,1402,0,2,0,2,2,1,7,1,2006,3,648,120,16,0,0,0,2,2007,194201
"599",599,80,12984,5,6,1977,1977,0,1430,1647,0,1647,1,0,2,0,3,1,7,1,1977,2,621,0,0,0,0,0,3,2006,217500
"600",600,24,1950,6,6,1980,1980,23,716,716,840,1556,1,0,2,1,3,1,6,1,1980,2,452,161,0,0,0,0,7,2008,151000
"601",601,74,10927,8,5,2005,2005,512,1058,1058,846,1904,1,0,2,1,3,1,8,1,2003,2,736,179,60,0,0,0,6,2006,275000
"602",602,50,9000,6,6,1937,1950,780,780,780,595,1375,0,0,1,1,3,1,6,1,1979,1,544,0,162,0,126,0,12,2007,141000
"603",603,80,10041,8,5,1992,1992,119,908,927,988,1915,1,0,2,1,3,1,8,1,1992,2,506,120,150,0,0,0,2,2006,220000
"604",604,30,3182,7,5,2004,2005,600,600,600,600,1200,0,0,2,1,2,1,4,0,2004,2,480,0,172,0,0,0,6,2010,151000
"605",605,88,12803,7,5,2002,2002,572,1494,1494,0,1494,1,0,2,0,3,1,6,1,2002,2,530,192,36,0,0,0,9,2008,221000
"606",606,85,13600,7,6,1965,1990,314,768,1186,800,1986,0,0,2,1,3,1,7,3,1965,2,486,0,42,0,189,0,10,2009,205000
"607",607,82,12464,5,5,1996,1996,308,1040,1040,0,1040,1,0,1,0,3,1,6,0,2000,2,576,168,0,0,0,0,11,2009,152000
"608",608,78,7800,5,8,1948,2002,293,896,1112,896,2008,1,0,3,0,3,1,8,0,1948,1,230,103,0,0,0,0,8,2006,225000
"609",609,78,12168,8,6,1934,1998,537,965,1940,1254,3194,0,0,2,1,4,1,10,2,1934,2,380,0,0,0,0,0,9,2007,359100
"610",610,61,7943,4,5,1961,1961,126,1029,1029,0,1029,1,0,1,0,3,1,5,0,1961,1,261,64,0,39,0,0,4,2007,118500
"611",611,NA,11050,9,5,2000,2000,536,1440,1476,677,2153,1,0,2,1,3,1,8,2,2000,3,736,253,142,0,0,0,5,2009,313000
"612",612,NA,10395,6,6,1978,1978,427,1032,1032,0,1032,0,1,2,0,3,1,6,1,1978,2,564,0,0,0,0,0,7,2007,148000
"613",613,NA,11885,8,5,2001,2001,309,1299,1299,573,1872,1,0,2,1,3,1,7,1,2001,2,531,160,122,0,0,0,11,2009,261500
"614",614,70,8402,5,5,2007,2007,914,1120,1120,0,1120,0,0,1,0,3,1,6,0,NA,0,0,0,30,0,0,0,12,2007,147000
"615",615,21,1491,4,6,1972,1972,0,630,630,0,630,1,0,1,0,1,1,3,0,NA,0,0,96,24,0,0,0,5,2010,75500
"616",616,80,8800,6,7,1963,1963,173,936,1054,0,1054,1,0,1,0,3,1,6,0,1963,2,480,120,0,0,0,0,5,2010,137500
"617",617,NA,7861,6,5,2002,2003,326,783,807,702,1509,1,0,2,1,3,1,7,1,2002,2,393,100,75,0,0,0,6,2006,183200
"618",618,59,7227,6,6,1954,1954,832,832,832,0,832,0,0,1,0,2,1,4,0,1962,2,528,0,0,0,0,0,6,2008,105500
"619",619,90,11694,9,5,2007,2007,1774,1822,1828,0,1828,0,0,2,0,3,1,9,1,2007,3,774,0,108,0,260,0,7,2007,314813
"620",620,85,12244,8,5,2003,2003,611,1482,1482,780,2262,1,0,2,1,4,1,10,2,2003,3,749,168,0,0,0,0,8,2008,305000
"621",621,45,8248,3,3,1914,1950,823,864,864,0,864,1,0,1,0,2,1,5,0,NA,0,0,0,0,100,0,0,9,2008,67000
"622",622,90,10800,6,7,1974,1997,384,1522,1548,1066,2614,0,0,2,1,4,1,9,1,1974,2,624,38,243,0,0,0,6,2008,240000
"623",623,71,7064,5,6,1977,1977,420,980,980,0,980,0,0,1,0,3,1,6,0,1986,2,484,192,0,0,0,0,7,2009,135000
"624",624,NA,2117,6,5,2000,2000,336,756,756,756,1512,0,0,2,1,2,1,4,1,2000,2,440,0,32,0,0,0,6,2007,168500
"625",625,80,10400,6,5,1972,1972,485,732,1012,778,1790,1,0,1,2,4,1,8,1,1972,2,484,148,0,0,147,0,11,2006,165150
"626",626,87,10000,6,6,1962,1962,1116,1116,1116,0,1116,0,0,1,1,3,1,5,0,1962,2,440,0,0,0,385,0,2,2010,160000
"627",627,NA,12342,5,5,1960,1978,978,978,1422,0,1422,0,0,1,0,3,1,6,1,1960,1,286,0,0,36,0,0,8,2007,139900
"628",628,80,9600,6,6,1955,1972,350,1156,1520,0,1520,1,0,1,0,3,1,7,2,1955,1,364,0,0,189,0,0,3,2010,153000
"629",629,70,11606,5,5,1969,1969,390,1040,1040,1040,2080,0,1,1,2,5,1,9,2,1969,2,504,335,0,0,0,0,9,2007,135000
"630",630,82,9020,6,5,1964,1964,288,1248,1350,0,1350,1,0,1,1,3,1,6,0,1964,2,520,176,0,0,0,0,6,2008,168500
"631",631,50,9000,5,6,1880,1991,636,636,1089,661,1750,0,0,1,0,3,1,8,0,1937,1,240,0,0,293,0,0,6,2006,124000
"632",632,34,4590,8,5,2006,2006,1530,1554,1554,0,1554,0,0,2,0,2,1,6,1,2006,2,627,156,73,0,0,0,8,2007,209500
"633",633,85,11900,7,5,1977,1977,564,1386,1411,0,1411,0,0,2,0,3,1,6,1,1977,2,544,192,0,0,0,0,4,2009,82500
"634",634,80,9250,5,7,1954,2005,108,1056,1056,0,1056,0,1,1,0,3,1,6,0,1954,1,260,390,0,0,0,0,7,2007,139400
"635",635,64,6979,6,5,1980,1980,0,1056,1056,0,1056,2,0,0,0,0,2,4,0,1980,2,576,264,56,0,0,0,6,2010,144000
"636",636,60,10896,6,7,1914,1995,1184,1440,1440,1440,3395,0,0,2,0,8,2,14,0,NA,0,0,0,110,0,0,0,3,2007,200000
"637",637,51,6120,2,3,1936,1950,264,264,800,0,800,0,0,1,0,1,1,4,1,NA,0,0,0,0,0,0,0,1,2009,60000
"638",638,50,6000,5,4,1954,1954,811,811,811,576,1387,0,0,2,0,3,2,7,0,1954,1,256,0,0,0,0,0,11,2009,93000
"639",639,67,8777,5,7,1910,1950,796,796,796,0,796,0,0,1,0,2,1,4,0,NA,0,0,328,0,164,0,0,5,2008,85000
"640",640,53,3982,8,5,2006,2006,366,1520,1567,0,1567,1,0,2,0,1,1,7,1,2006,3,648,312,0,0,0,0,10,2006,264561
"641",641,62,12677,8,5,2003,2004,300,1518,1518,0,1518,0,0,1,1,1,1,6,1,2003,2,588,185,140,0,0,0,4,2008,274000
"642",642,NA,7050,7,5,2001,2001,319,1057,1057,872,1929,1,0,2,1,3,1,7,1,2001,2,650,0,235,0,0,0,5,2007,226000
"643",643,75,13860,8,7,1972,1995,542,1952,2000,704,2704,1,0,2,1,4,1,9,3,1972,2,538,269,111,0,0,0,7,2009,345000
"644",644,80,10793,5,5,1969,1969,0,780,780,840,1620,0,0,2,1,4,1,7,0,1969,2,462,208,0,0,0,0,4,2007,152000
"645",645,85,9187,9,5,2009,2009,645,1766,1766,0,1766,1,0,2,1,2,1,7,1,2009,3,478,195,130,0,0,0,10,2009,370878
"646",646,NA,10530,6,5,1971,1971,664,981,981,0,981,1,0,1,1,3,1,5,0,1979,2,576,0,312,40,0,0,3,2007,143250
"647",647,60,7200,5,5,1950,1950,0,0,1048,0,1048,0,0,1,0,3,1,7,0,1950,2,420,0,27,0,0,0,7,2008,98300
"648",648,85,10452,6,5,1953,1953,594,1094,1094,0,1094,0,0,1,0,3,1,5,2,1953,2,495,0,0,0,287,0,6,2008,155000
"649",649,70,7700,6,5,1966,1966,756,756,1051,788,1839,0,0,1,1,4,1,7,1,1966,2,442,0,124,216,0,0,6,2010,155000
"650",650,21,1936,4,6,1970,1970,0,630,630,0,630,1,0,1,0,1,1,3,0,NA,0,0,0,0,0,0,0,12,2007,84500
"651",651,65,8125,7,6,2007,2007,813,813,822,843,1665,0,0,2,1,3,1,7,0,2007,2,562,0,0,0,0,0,5,2008,205950
"652",652,60,9084,4,5,1940,1950,755,755,755,755,1510,1,0,1,0,4,1,7,1,1940,1,296,120,0,0,0,0,10,2009,108000
"653",653,70,8750,7,5,1996,1996,880,880,909,807,1716,0,0,2,1,2,1,7,1,1996,2,512,0,120,0,0,0,7,2009,191000
"654",654,60,10320,6,7,1906,1995,756,756,756,713,1469,0,0,1,0,3,1,7,0,1906,1,216,57,0,239,0,0,6,2008,135000
"655",655,91,10437,8,6,1995,1995,413,2109,2113,0,2113,1,0,2,1,2,1,7,1,1995,3,839,236,46,0,0,0,8,2008,350000
"656",656,21,1680,6,5,1971,1971,525,525,525,567,1092,0,0,1,1,3,1,6,0,1971,1,264,0,0,0,0,0,3,2010,88000
"657",657,72,10007,5,7,1959,2006,247,1053,1053,0,1053,1,0,1,1,3,1,5,0,1959,1,312,0,0,0,0,0,8,2008,145500
"658",658,60,7200,7,6,1931,2000,776,776,851,651,1502,0,0,1,1,3,1,6,1,1931,1,270,0,0,112,0,0,2,2008,149000
"659",659,78,17503,6,5,1948,1950,912,912,912,546,1458,0,1,1,0,3,1,6,1,1948,1,330,192,0,0,0,0,1,2010,97500
"660",660,75,9937,5,7,1964,1999,849,1486,1486,0,1486,1,0,1,0,3,1,7,0,1968,2,480,0,0,0,0,0,3,2009,167000
"661",661,NA,12384,7,7,1976,1976,793,793,1142,793,1935,0,0,2,1,3,1,7,1,1976,2,550,0,113,252,0,0,11,2007,197900
"662",662,52,46589,8,7,1994,2005,88,1629,1686,762,2448,1,0,2,1,4,1,8,1,1994,3,711,517,76,0,0,0,7,2009,402000
"663",663,120,13560,6,3,1968,1968,1392,1392,1392,0,1392,1,0,1,0,2,1,5,2,1968,2,576,0,0,240,0,0,7,2009,110000
"664",664,90,10012,4,5,1972,1972,38,1138,1181,0,1181,1,0,2,0,3,1,6,0,1974,2,588,0,0,180,0,0,4,2008,137500
"665",665,49,20896,8,5,2005,2006,356,2077,2097,0,2097,1,0,1,1,1,1,8,1,2005,3,1134,192,267,0,0,0,1,2006,423000
"666",666,106,11194,8,5,2000,2000,1406,1406,1454,482,1936,0,0,2,1,3,1,7,1,2000,2,504,188,124,0,0,0,11,2006,230500
"667",667,NA,18450,6,5,1965,1979,111,1021,1465,915,2380,0,0,2,1,3,1,7,1,1965,2,596,0,265,0,0,0,8,2007,129000
"668",668,65,8125,6,5,1994,1998,270,1408,1679,0,1679,1,0,2,0,3,1,7,1,1994,2,575,224,42,0,0,0,10,2008,193500
"669",669,NA,14175,5,6,1956,1987,200,1188,1437,0,1437,1,0,1,1,3,1,6,1,1999,2,576,304,0,0,0,0,11,2006,168000
"670",670,80,11600,4,5,1922,1950,700,700,1180,0,1180,0,0,1,0,2,1,5,1,1922,1,252,0,0,67,0,0,7,2006,137500
"671",671,64,8633,6,5,2005,2005,545,738,738,738,1476,1,0,2,1,3,1,7,0,2005,2,540,100,35,0,0,0,2,2009,173500
"672",672,54,6629,6,6,1925,1950,121,672,697,672,1369,1,0,2,0,3,1,6,0,1930,1,300,147,0,0,0,0,7,2009,103600
"673",673,NA,11250,6,6,1977,1977,441,1208,1208,0,1208,1,0,1,1,3,1,6,1,1977,2,546,198,42,0,0,0,6,2006,165000
"674",674,110,14442,6,7,1957,2004,291,1477,1839,0,1839,1,0,2,0,3,1,7,2,1957,2,416,0,87,0,200,0,6,2007,257500
"675",675,80,9200,6,6,1965,1965,244,1136,1136,0,1136,1,0,1,0,3,1,5,1,1965,1,384,426,0,0,0,0,7,2008,140000
"676",676,24,2289,6,6,1978,1978,544,855,855,586,1441,0,0,2,1,3,1,7,1,1978,2,440,28,0,0,0,0,4,2009,148500
"677",677,60,9600,4,2,1900,1950,1095,1095,1095,679,1774,1,0,2,0,4,2,8,0,1920,3,779,0,0,90,0,0,5,2006,87000
"678",678,52,9022,5,8,1924,2006,768,768,792,0,792,0,0,1,0,2,1,5,0,1924,1,240,316,0,120,0,0,5,2009,109500
"679",679,80,11844,8,5,2008,2008,2046,2046,2046,0,2046,0,0,2,1,3,1,7,1,2008,3,834,322,82,0,0,0,7,2009,372500
"680",680,NA,9945,5,5,1961,1961,161,988,988,0,988,1,0,1,0,3,1,5,0,1963,2,572,0,0,0,0,0,10,2007,128500
"681",681,50,8012,6,5,1980,1980,261,923,923,0,923,0,0,2,0,2,1,5,1,1980,1,264,80,0,0,0,0,5,2010,143000
"682",682,55,4500,5,5,1932,2000,611,793,848,672,1520,0,0,1,0,3,1,6,0,1968,1,281,0,0,56,0,0,7,2009,159434
"683",683,NA,2887,6,5,1996,1997,288,1291,1291,0,1291,1,0,1,0,2,1,6,1,1996,2,431,307,0,0,0,0,11,2008,173000
"684",684,90,11248,9,5,2002,2002,567,1626,1668,0,1668,1,0,2,0,3,1,7,1,2002,3,702,257,45,0,0,0,7,2007,285000
"685",685,58,16770,7,5,1998,1998,1195,1195,1195,644,1839,0,0,2,1,4,1,7,0,1998,2,486,0,81,0,0,0,6,2010,221000
"686",686,NA,5062,7,5,1984,1984,180,1190,1190,900,2090,1,0,2,0,3,1,6,1,1984,2,577,219,0,0,0,0,9,2007,207500
"687",687,84,10207,7,6,2007,2007,874,874,874,887,1761,0,0,3,0,3,1,7,0,2007,2,578,144,105,0,0,0,8,2007,227875
"688",688,NA,5105,7,5,2004,2004,312,551,551,551,1102,0,0,2,1,2,1,4,0,2004,2,480,0,60,0,0,0,3,2007,148800
"689",689,60,8089,8,6,2007,2007,474,1419,1419,0,1419,1,0,2,0,2,1,7,1,2007,2,567,140,0,0,0,0,10,2007,392000
"690",690,61,7577,6,5,2005,2006,1342,1362,1362,0,1362,0,0,2,0,2,1,6,1,2005,2,460,192,28,0,0,0,6,2007,194700
"691",691,NA,4426,6,5,2004,2004,151,848,848,0,848,1,0,1,0,1,1,3,1,2004,2,420,149,0,0,0,0,5,2008,141000
"692",692,104,21535,10,6,1994,1995,989,2444,2444,1872,4316,0,1,3,1,4,1,10,2,1994,3,832,382,50,0,0,0,1,2007,755000
"693",693,42,26178,7,5,1989,1990,245,1210,1238,1281,2519,1,0,2,1,4,1,9,2,1989,2,628,320,27,0,0,0,4,2006,335000
"694",694,60,5400,5,6,1921,1968,1073,1073,1073,0,1073,0,0,1,0,2,1,4,0,1968,1,326,0,0,112,0,0,12,2006,108480
"695",695,51,6120,5,6,1936,1950,927,927,1067,472,1539,0,0,1,1,3,1,5,0,1995,2,576,112,0,0,0,0,4,2009,141500
"696",696,54,13811,6,6,1987,1987,92,1112,1137,0,1137,1,0,2,0,2,1,5,1,1987,2,551,125,0,0,0,0,7,2006,176000
"697",697,50,6000,5,7,1921,1950,0,616,616,0,616,0,0,1,0,2,1,4,0,1921,1,205,0,0,129,0,0,6,2006,89000
"698",698,57,6420,5,7,1952,1952,219,980,1148,0,1148,0,1,1,0,2,1,6,0,1952,1,308,0,0,0,0,0,9,2006,123500
"699",699,65,8450,5,8,1965,2009,224,894,894,0,894,1,0,1,0,3,1,5,1,1973,1,336,416,144,0,0,0,4,2010,138500
"700",700,59,4282,7,5,2004,2004,1375,1391,1391,0,1391,0,0,2,0,2,1,5,0,2004,2,530,156,158,0,0,0,7,2008,196000
"701",701,85,14331,8,5,2002,2002,526,1800,1800,0,1800,1,0,2,0,3,1,7,1,2002,3,765,270,78,0,0,0,5,2006,312500
"702",702,80,9600,7,5,1969,1969,1164,1164,1164,0,1164,0,0,1,1,3,1,6,0,1969,2,528,0,0,0,0,0,7,2006,140000
"703",703,82,12438,8,5,2006,2006,1234,1234,1264,1312,2576,0,0,2,1,4,1,10,1,2006,3,666,324,100,0,0,0,7,2006,361919
"704",704,76,7630,5,9,1900,1996,360,360,1032,780,1812,0,0,2,0,4,2,8,1,1999,2,672,344,0,40,0,0,5,2010,140000
"705",705,70,8400,7,5,2004,2005,761,1473,1484,0,1484,1,0,2,0,3,1,7,0,2004,2,606,0,35,0,0,0,5,2010,213000
"706",706,70,5600,4,5,1930,1950,0,0,372,720,1092,0,0,2,0,3,2,7,0,NA,0,0,0,0,0,0,0,7,2010,55000
"707",707,NA,115149,7,5,1971,2002,424,1643,1824,0,1824,1,0,2,0,2,1,5,2,1971,2,739,380,48,0,0,0,6,2007,302000
"708",708,48,6240,8,5,2006,2006,461,1324,1324,0,1324,1,0,2,0,2,1,6,1,2006,2,550,192,38,0,0,0,12,2009,254000
"709",709,65,9018,7,5,2007,2007,728,728,728,728,1456,0,0,2,1,3,1,8,1,2007,2,400,100,24,0,0,0,7,2007,179540
"710",710,NA,7162,5,7,1966,1966,876,876,904,0,904,0,0,1,0,3,1,6,0,1966,1,408,0,0,0,0,0,12,2008,109900
"711",711,56,4130,3,6,1935,2003,270,270,729,0,729,0,0,1,0,2,1,5,0,NA,0,0,0,0,0,0,0,7,2008,52000
"712",712,66,8712,4,7,1900,1950,859,859,859,319,1178,0,0,1,0,2,1,7,0,1964,1,384,68,0,98,0,0,1,2010,102776
"713",713,40,4671,8,5,1988,1989,461,1228,1228,0,1228,1,0,2,0,2,1,5,1,1988,2,472,168,120,0,0,0,10,2008,189000
"714",714,60,9873,4,5,1970,1970,171,960,960,0,960,1,0,1,0,3,1,6,0,1970,2,576,0,288,0,0,0,5,2006,129000
"715",715,NA,13517,6,8,1976,2005,192,725,725,754,1479,0,0,2,1,3,1,6,0,1976,2,475,0,44,0,0,0,3,2010,130500
"716",716,78,10140,6,5,1974,1974,1064,1064,1350,0,1350,0,0,2,0,3,1,7,1,1974,2,478,0,0,0,0,0,8,2009,165000
"717",717,60,10800,7,8,1890,1998,718,718,1576,978,2554,0,0,1,1,3,1,8,0,1996,2,704,0,48,143,0,0,7,2007,159500
"718",718,80,10000,5,6,1973,2000,92,1176,1178,0,1178,0,1,1,1,3,1,5,1,1973,2,439,224,0,0,0,0,11,2008,157000
"719",719,96,10542,7,5,1993,1994,138,1311,1325,1093,2418,1,0,2,1,3,1,9,1,1993,3,983,250,154,216,0,0,8,2008,341000
"720",720,69,9920,5,6,1969,1969,448,971,971,0,971,0,0,1,1,3,1,5,1,1969,1,300,0,0,0,0,0,5,2006,128500
"721",721,NA,6563,8,5,1985,1985,594,1742,1742,0,1742,1,0,2,0,2,1,5,1,1985,2,564,114,28,234,0,0,12,2006,275000
"722",722,NA,4426,6,5,2004,2004,186,848,848,0,848,1,0,1,0,1,1,3,0,2004,2,420,160,0,0,0,0,5,2010,143000
"723",723,70,8120,4,7,1970,1970,673,864,864,0,864,0,0,1,0,3,1,5,0,1994,2,463,0,0,0,0,0,7,2009,124500
"724",724,60,8172,4,6,1954,1972,941,941,997,473,1470,0,0,2,0,4,1,7,0,1958,1,548,0,0,0,156,0,5,2008,135000
"725",725,86,13286,9,5,2007,2008,464,1698,1698,0,1698,1,0,2,0,3,1,8,1,2007,3,768,327,64,0,0,0,2,2009,320000
"726",726,60,6960,4,6,1970,1970,250,864,864,0,864,0,0,1,0,3,1,5,0,1989,2,660,96,0,0,0,0,11,2009,120500
"727",727,NA,21695,6,9,1988,2007,72,880,1680,0,1680,1,0,2,0,3,1,5,1,1988,2,540,292,44,0,0,0,12,2009,222000
"728",728,64,7314,7,5,2007,2007,508,1232,1232,0,1232,1,0,2,0,2,1,6,0,2007,2,632,132,0,0,0,0,2,2009,194500
"729",729,85,11475,5,5,1958,1958,1584,1584,1776,0,1776,1,0,2,0,4,2,9,0,1968,3,888,0,25,0,0,0,7,2009,110000
"730",730,52,6240,4,5,1925,1950,628,780,848,0,1208,0,0,1,0,2,1,5,0,1962,2,539,0,23,112,0,0,1,2009,103000
"731",731,39,5389,8,5,1995,1996,415,1595,1616,0,1616,1,0,2,0,2,1,5,1,1995,2,608,237,152,0,0,0,3,2010,236500
"732",732,73,9590,7,5,2003,2003,82,868,1146,0,1146,1,0,2,0,3,1,6,1,2003,2,438,160,22,0,0,0,5,2007,187500
"733",733,75,11404,7,5,1998,1999,901,1153,1153,878,2031,0,0,2,1,3,1,8,1,1998,2,541,192,84,0,0,0,7,2008,222500
"734",734,80,10000,5,6,1961,1983,270,864,1144,0,1144,1,0,1,0,3,1,6,1,1961,1,264,165,0,0,0,0,3,2009,131400
"735",735,NA,8978,5,5,1968,1968,948,948,948,0,948,0,0,1,0,3,1,6,0,1968,1,300,147,0,0,0,0,5,2007,108000
"736",736,60,10800,7,7,1914,1970,490,880,880,888,1768,0,0,1,1,2,1,6,2,1914,2,320,0,341,0,0,0,10,2006,163000
"737",737,60,8544,3,4,1950,1950,0,0,1040,0,1040,0,0,2,0,2,2,6,0,1949,2,400,0,0,0,0,0,7,2006,93500
"738",738,72,10463,8,5,2005,2005,893,893,901,900,1801,0,0,2,1,3,1,8,1,2005,3,800,0,116,0,0,0,6,2006,239900
"739",739,60,10800,5,5,1987,1988,0,1200,1200,0,1200,3,0,3,0,3,1,5,0,NA,0,0,120,0,0,0,0,3,2009,179000
"740",740,65,9313,7,5,2004,2004,864,864,864,864,1728,0,0,2,1,3,1,7,0,2004,2,572,187,56,0,0,0,4,2009,190000
"741",741,60,9600,5,7,1910,2002,264,264,768,664,1432,0,0,2,0,2,1,7,0,1910,2,360,270,0,112,0,0,5,2007,132000
"742",742,65,6768,6,8,1961,1996,80,912,912,0,912,1,1,1,0,3,1,5,0,1962,1,288,168,0,0,0,0,5,2008,142000
"743",743,65,8450,7,5,2000,2001,1349,1349,1349,0,1349,0,0,2,0,3,1,6,0,2000,2,539,120,55,0,0,0,12,2007,179000
"744",744,70,12886,5,6,1963,1999,76,520,1464,0,1464,0,1,2,0,3,1,6,1,1997,2,480,302,0,0,100,0,10,2009,175000
"745",745,41,5395,8,5,1993,1993,604,1337,1337,0,1337,1,0,2,0,2,1,5,1,1993,2,462,96,0,70,0,0,10,2008,180000
